language,variant,particles,measured_frames,warmup_frames,theta,seed,effective_threads,runs,tree_ms_per_frame_mean,tree_ms_per_frame_sd,force_update_ms_per_frame_mean,force_update_ms_per_frame_sd,cleanup_ms_per_frame_mean,cleanup_ms_per_frame_sd,total_ms_per_frame_mean,total_ms_per_frame_sd,total_run_ms_mean,total_run_ms_sd
cpp,v3,10000,3,1,0.7,1337,1,5,1.197773400,0.017392055,7.414153200,0.078845877,0.000000000,0.000000000,8.611926667,0.081398770,25.835780000,0.244196308
rust,v3,10000,3,1,0.7,1337,1,5,1.310700000,0.042824000,8.050940000,0.101478485,0.000000000,0.000000000,9.361640000,0.139772984,28.084920000,0.419318950
