language,variant,particles,measured_frames,warmup_frames,theta,seed,effective_threads,runs,tree_ms_per_frame_mean,tree_ms_per_frame_sd,force_update_ms_per_frame_mean,force_update_ms_per_frame_sd,cleanup_ms_per_frame_mean,cleanup_ms_per_frame_sd,total_ms_per_frame_mean,total_ms_per_frame_sd,total_run_ms_mean,total_run_ms_sd
cpp,v3,10000,3,1,0.2,1337,1,5,1.264673200,0.087414453,85.902306800,3.356057490,0.000000000,0.000000000,87.166980000,3.369891190,261.500940000,10.109673570
rust,v3,10000,3,1,0.2,1337,1,5,1.402440000,0.100384127,101.264980000,14.330210803,0.000000000,0.000000000,102.667420000,14.397131923,308.002260000,43.191395768
