run_id,started_utc,language,variant,repeat,particles,measured_frames,warmup_frames,theta,seed,requested_threads,effective_threads,input,tree_ms_per_frame,force_update_ms_per_frame,cleanup_ms_per_frame,total_ms_per_frame,total_run_ms,version,commit,log
timing_theta_0p5,2026-08-26T07:53:28Z,cpp,v3,1,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.186433,12.396333,0.000000,13.582766667,40.748300,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/cpp_v3_1.log
timing_theta_0p5,2026-08-26T07:53:28Z,cpp,v3,2,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.191067,12.696067,0.000000,13.887133333,41.661400,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/cpp_v3_2.log
timing_theta_0p5,2026-08-26T07:53:28Z,cpp,v3,3,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.191300,12.738533,0.000000,13.929833333,41.789500,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/cpp_v3_3.log
timing_theta_0p5,2026-08-26T07:53:29Z,cpp,v3,4,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.288067,13.054233,0.000000,14.342300000,43.026900,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/cpp_v3_4.log
timing_theta_0p5,2026-08-26T07:53:29Z,cpp,v3,5,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.206233,12.351033,0.000000,13.557266667,40.671800,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/cpp_v3_5.log
timing_theta_0p5,2026-08-26T07:53:30Z,rust,v3,1,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.3678,13.8381,0.0000,15.205933333,45.6178,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/rust_v3_1.log
timing_theta_0p5,2026-08-26T07:53:30Z,rust,v3,2,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.3599,13.4216,0.0000,14.781500000,44.3445,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/rust_v3_2.log
timing_theta_0p5,2026-08-26T07:53:30Z,rust,v3,3,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.2822,13.6863,0.0000,14.968433333,44.9053,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/rust_v3_3.log
timing_theta_0p5,2026-08-26T07:53:30Z,rust,v3,4,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.3912,13.5996,0.0000,14.990833333,44.9725,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/rust_v3_4.log
timing_theta_0p5,2026-08-26T07:53:31Z,rust,v3,5,10000,3,1,0.5,1337,16,1,results/manuscript/v1.1.2/fig1/input_10000_seed1337.txt,1.4878,14.1405,0.0000,15.628333333,46.8850,1.1.2,c270e2c0ecc91c1153ec0fc4d0a440ff1e38dcb0,results/manuscript/v1.1.2/fig1/timing_theta_0p5/logs/rust_v3_5.log
