language,variant,particles,measured_frames,warmup_frames,theta,seed,effective_threads,runs,tree_ms_per_frame_mean,tree_ms_per_frame_sd,force_update_ms_per_frame_mean,force_update_ms_per_frame_sd,cleanup_ms_per_frame_mean,cleanup_ms_per_frame_sd,total_ms_per_frame_mean,total_ms_per_frame_sd,total_run_ms_mean,total_run_ms_sd
cpp,v3,10000,3,1,0.5,1337,1,5,1.212620000,0.042830704,12.647239800,0.285943482,0.000000000,0.000000000,13.859860000,0.318877679,41.579580000,0.956633037
rust,v3,10000,3,1,0.5,1337,1,5,1.377780000,0.073890676,13.737220000,0.271090219,0.000000000,0.000000000,15.115006666,0.323998989,45.345020000,0.971996969
