run_id,started_utc,language,variant,repeat,order_seed,block_position,particles,measured_frames,warmup_frames,theta,seed,requested_threads,effective_threads,input,tree_ms_per_frame,force_update_ms_per_frame,cleanup_ms_per_frame,total_ms_per_frame,total_run_ms,version,commit,log
timing_theta_0p1,2026-08-26T19:08:04Z,rust,v3,1,20260826,1,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.3226,304.8432,0.0000,306.165833333,918.4975,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/rust_v3_1.log
timing_theta_0p1,2026-08-26T19:08:06Z,cpp,v3,1,20260826,2,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.226800,260.195733,0.000000,261.422533333,784.267600,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/cpp_v3_1.log
timing_theta_0p1,2026-08-26T19:08:08Z,cpp,v3,2,20260826,1,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.258967,258.618200,0.000000,259.877166667,779.631500,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/cpp_v3_2.log
timing_theta_0p1,2026-08-26T19:08:09Z,rust,v3,2,20260826,2,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.3292,304.8341,0.0000,306.163300000,918.4899,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/rust_v3_2.log
timing_theta_0p1,2026-08-26T19:08:11Z,rust,v3,3,20260826,1,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.3650,307.2002,0.0000,308.565166667,925.6955,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/rust_v3_3.log
timing_theta_0p1,2026-08-26T19:08:12Z,cpp,v3,3,20260826,2,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.228633,256.578533,0.000000,257.807166667,773.421500,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/cpp_v3_3.log
timing_theta_0p1,2026-08-26T19:08:14Z,rust,v3,4,20260826,1,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.4644,368.4208,0.0000,369.885233333,1109.6557,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/rust_v3_4.log
timing_theta_0p1,2026-08-26T19:08:15Z,cpp,v3,4,20260826,2,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.249067,257.755667,0.000000,259.004733333,777.014200,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/cpp_v3_4.log
timing_theta_0p1,2026-08-26T19:08:17Z,rust,v3,5,20260826,1,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.3476,304.8532,0.0000,306.200833333,918.6025,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/rust_v3_5.log
timing_theta_0p1,2026-08-26T19:08:18Z,cpp,v3,5,20260826,2,10000,3,1,0.1,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.249100,259.039200,0.000000,260.288300000,780.864900,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p1/logs/cpp_v3_5.log
