run_id,started_utc,language,variant,repeat,order_seed,block_position,particles,measured_frames,warmup_frames,theta,seed,requested_threads,effective_threads,input,tree_ms_per_frame,force_update_ms_per_frame,cleanup_ms_per_frame,total_ms_per_frame,total_run_ms,version,commit,log
timing_theta_0p5,2026-08-26T19:08:40Z,rust,v3,1,20260826,1,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.3082,19.0884,0.0000,20.396600000,61.1898,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/rust_v3_1.log
timing_theta_0p5,2026-08-26T19:08:40Z,cpp,v3,1,20260826,2,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.208267,18.549100,0.000000,19.757366667,59.272100,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/cpp_v3_1.log
timing_theta_0p5,2026-08-26T19:08:41Z,cpp,v3,2,20260826,1,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.217400,17.236367,0.000000,18.453766667,55.361300,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/cpp_v3_2.log
timing_theta_0p5,2026-08-26T19:08:41Z,rust,v3,2,20260826,2,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.3011,20.3990,0.0000,21.700133333,65.1004,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/rust_v3_2.log
timing_theta_0p5,2026-08-26T19:08:41Z,rust,v3,3,20260826,1,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.3096,19.2073,0.0000,20.516900000,61.5507,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/rust_v3_3.log
timing_theta_0p5,2026-08-26T19:08:42Z,cpp,v3,3,20260826,2,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.306600,17.362700,0.000000,18.669300000,56.007900,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/cpp_v3_3.log
timing_theta_0p5,2026-08-26T19:08:42Z,rust,v3,4,20260826,1,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.2977,19.0803,0.0000,20.378000000,61.1340,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/rust_v3_4.log
timing_theta_0p5,2026-08-26T19:08:43Z,cpp,v3,4,20260826,2,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.217733,17.169167,0.000000,18.386900000,55.160700,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/cpp_v3_4.log
timing_theta_0p5,2026-08-26T19:08:43Z,rust,v3,5,20260826,1,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.3339,19.5432,0.0000,20.877166667,62.6315,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/rust_v3_5.log
timing_theta_0p5,2026-08-26T19:08:44Z,cpp,v3,5,20260826,2,10000,3,1,0.5,1337,0,1,results/manuscript/v1.1.3/fig1/input_10000_seed1337.txt,1.215733,17.401967,0.000000,18.617700000,55.853100,1.1.3,ab17547228b0f7440793c9014bfda41d076a239e,results/manuscript/v1.1.3/fig1/timing_theta_0p5/logs/cpp_v3_5.log
