language,variant,particles,measured_frames,warmup_frames,theta,seed,effective_threads,runs,tree_ms_per_frame_mean,tree_ms_per_frame_sd,force_update_ms_per_frame_mean,force_update_ms_per_frame_sd,cleanup_ms_per_frame_mean,cleanup_ms_per_frame_sd,total_ms_per_frame_mean,total_ms_per_frame_sd,total_run_ms_mean,total_run_ms_sd
cpp,v3,10000,3,1,0.7,1337,1,5,1.344533400,0.162176686,10.785720200,0.988389662,0.000000000,0.000000000,12.130253333,1.148457086,36.390760000,3.445371258
rust,v3,10000,3,1,0.7,1337,1,5,1.439380000,0.113522496,12.169780000,0.930500259,0.000000000,0.000000000,13.609160000,1.020162712,40.827480000,3.060488135
